id	name	industries	investors	value_usd	last_funding_type	founded_date	num_employees	website	social_media_links	monthly_visits	about	address	country_code	cb_rank	full_description	image
zobrio	Zobrio	Cloud Computing, Computer, Software	NULL	NULL	NULL	1987-01-01	11-50	http://zobrio.com/	https://www.facebook.com/ZobrioServices, https://www.linkedin.com/company/zobrio, https://twitter.com/ZobrioInc	NULL	Zobrio is a software, services and IT management company specializing in Cloud/SaaS cash management.	St Louis, Missouri, United States, North America	US	370571	Zobrio is a software, services and IT management company specializing in Cloud/SaaS cash management.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/450b7ca1786adcc87f0b
wemaintain	WeMaintain	Building Maintenance, Industrial Engineering, Information Technology, Real Estate, Smart Building	MTR Lab, Eurazeo, Financiere Saint James, Red River West, Bpifrance, Constructive Venture Fund, Idinvest Partners, Raise Ventures, Michael Benabou, Financiere Saint James	45756370	series_unknown	2017-09-01	101-250	https://www.wemaintain.com	https://www.facebook.com/WeMaintain-296054860902089, https://www.linkedin.com/company/wemaintain-com, https://twitter.com/_WeMaintain	3177	WeMaintain is a tech-enabled elevator and building maintenance company that provides an end-to-end solution for building operations.	Paris, Ile-de-France, France, Europe	FR	24627	"WeMaintain is the tech-enabled lift maintenance company radically—and rapidly—transforming the market. It provides building managers with a service that combines the technical skills of lift engineers with the agility and predictive power of its proprietary technology. 

The company was founded in 2017 and is based in Paris, London, and Singapore."	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/x6sbhusuyb3tsshnkjrw
mentee-robotics	Mentee Robotics	Artificial Intelligence (AI), Robotics	Ahren Innovation Capital, Hookipa	17000000	series_unknown	2022-01-01	11-50	https://www.menteebot.com	https://www.linkedin.com/company/mentee-robotics, https://twitter.com/MenteeBot	606	Mentee Robotics combines robotics, sensing, and artificial intelligence to create a humanoid robot.	Herzliya, Tel Aviv, Israel, Asia	IL	3648	Mentee Robotics combines robotics, sensing, and artificial intelligence to create a humanoid robot with human-like dexterity and perception that can be personalized and adjusted to various surroundings and tasks through natural human contact. It aims to improve productivity and daily operations in both households and warehouses.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/sef833r8za1myxducx11
onalytica	Onalytica	Advertising, Analytics, Big Data, Enterprise Software	NULL	NULL	NULL	2004-05-18	11-50	http://www.onalytica.com	http://www.facebook.com/Onalytica, http://www.linkedin.com/company/onalytica-ltd, http://twitter.com/onalytica	4213	Onalytica is an information technology services firm that offers influencer relationship management and predictive analytics software.	London, England, United Kingdom, Europe	GB	248989	Onalytica offers cloud solutions to help clients scale and improve their content marketing and influencer marketing strategies.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/v1397182743/05d53a22e185a1f3bb22c55ac04a5c0b.jpg
deep-trading	Deep Trading	Artificial Intelligence (AI), Education, Financial Services, FinTech, Insurance, Machine Learning, Software	NULL	NULL	NULL	2016-01-21	11-50	http://www.deeptrading.com	https://www.facebook.com/767676126701902, https://www.linkedin.com/company/deep-trading	10	Utilizing mass deep learning algorithms in finance	Mumbai, Maharashtra, India, Asia	IN	423672	Utilizing mass deep learning algorithms in finance	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/v1458566896/igflnpvve0hn5siu2hjh.jpg
lendoit-technologies-israel	Lendoit	Blockchain, Cryptocurrency, FinTech, Lending, Smart Contracts	NULL	NULL	NULL	2017-06-01	11-50	https://lendoit.com	https://www.linkedin.com/company/lendoit	NULL	Lendoit is a P2P Lending platform that connects borrowers and lenders using smart contracts and blockchain technology.	Giv'atayim, Tel Aviv, Israel, Asia	IL	490087	"Lendoit is a P2P Lending platform that connects borrowers and lenders using smart contracts and blockchain technology. It provides professional scoring and verification APIs for each country, a loan marketplace where lenders bid interest rates on loan applications, and a default market where failed loans can be traded.

Lendoit was founded on 2017 and is headquartered in Giv'atayim, Israel."	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/nh2upklfrv9grqm8a8qs
lisnr-llc	LISNR	Analytics, Audio, Automotive, FinTech, Internet of Things, Mobile, Mobile Payments, Retail Technology, Ticketing, Transportation	SAP.iO, NTT DOCOMO Ventures, Visa, Bossa Invest, Endeavor Catalyst, Intel Capital, Jump Capital, Synchrony Ventures, Mercury, Danmar Capital	30800000	non_equity_assistance	2012-03-01	11-50	http://www.lisnr.com	http://www.facebook.com/getlisnr, http://www.linkedin.com/company/2787363, http://twitter.com/lisnr	1906	LISNR enables secure and seamless data transmission using the most advanced ultrasonic data technology	Oakland, California, United States, North America	US	12035	LISNR® powers transactions across the customer journey globally with the most advanced Ultrasonic Data Platform. Today, companies like Jaguar Land Rover, Ticketmaster, and Visa use this solution to create secure & frictionless moments for consumers around the world. Founded in 2012, LISNR is located in Oakland, CA and Cincinnati, OH. Major investors include Intel, Jump Capital, Mercury Fund, R/GA, and Synchrony Financial.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/a4o2ll7lzuftrwbg1jpv
ark	Ark	Information Technology, Location Based Services, Search Engine, Social Media	Tencent, Transmedia Capital, Crosslink Capital, Expansion Venture Capital, Y Combinator, Lightbank, Atlas Venture, CRV, Andreessen Horowitz, SV Angel	4450000	seed	2010-01-01	11-50	http://www.ark.com	https://www.linkedin.com/company/ark.com/, http://twitter.com/ark	NULL	Ark.com is a search engine enabling users to search for old classmates, new business contacts, and friends.	San Francisco, California, United States, North America	US	191217	Ark.com, Inc. provides a search engine service to find people. It allows users to search for new people, old classmates, new business contacts, and friends on social networks by using various search filters, such as location, employer, schools, and interests. The company was founded in 2010 and is based in San Francisco, California.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/koljdrtgpyu2fsnsjjge
texel-2	TEXEL	Software, Sports, Video Streaming	Cornerstone Venture Partners, Alchimia Investments, Start Capital, Hubraum, 500 Global, VentureOut, The Junction, Cornerstone Venture Partners	3100000	seed	2016-01-01	11-50	http://texel.live/	https://www.linkedin.com/company/texellive/, https://twitter.com/TexelLive	NULL	Cloud-based video technology that enables individualized, multi-feed, highly-social, interactive viewing experience across all devices.	Herzliya, Tel Aviv, Israel, Asia	IL	70478	TEXEL is a cloud-based video technology startup company from Israel that addresses the streaming video services market, including entertainment, sports, and VOD. It’s product, Engagement Cloud™, enables leading streaming services to offer an individualized, multi-feed, highly-social, interactive viewing experience across all devices.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/kosonejvva6eazosv8ym
ning	Ning Interactive	Communities, Enterprise Software, SaaS, Social, Software	Lightspeed Venture Partners, Allen & Company, Marc Andreessen, Legg Mason, Marc Andreessen, SV Angel, Reid Hoffman	134000000	series_e	2004-10-31	251-500	https://www.ning.com	https://www.linkedin.com/company/ning, https://twitter.com/Ning	1264888	Ning is a SaaS-based platform for deploying vibrant social communities and websites.	Menlo Park, California, United States, North America	US	195179	Ning operates an online platform for creating social communities and websites. The company offers a SaaS platform that provides users with the tools to nurture and engage their own community. It also offers off-the-shelf community features, such as Paid Access, Donation option, Profiles, Photos, Forums, Liking, Sharing, and foster engagement. The company allows users to connect their community with Facebook, Twitter, Google, and other social channels.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/u4fuxofy5swlfeoc86mh
attune-1da1	Attune	Software	Madworks Seed Accelerator, gbeta	NULL	pre_seed	2019-01-01	11-50	https://www.attuneteams.com/	https://www.facebook.com/Attune-Performance-Management-101356502237498, https://www.linkedin.com/company/attuneteams/, https://twitter.com/attuneteams	NULL	Attune helps simplify employee management designed providing the tools needed on mobile.	San Francisco, California, United States, North America	US	744038	Attune helps simplify employee management designed providing the tools needed on mobile.	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/edagvlogucbitofbcoys
sky-drop	Skydrop	Delivery Service, E-Commerce, Logistics, Robotics, Transportation	Bossa Invest, Goodwater Capital, Lowercase Capital, Patrick Yang, WiL (World Innovation Lab), Qualcomm Ventures, Y Combinator, Menlo Ventures, CSC Upshot, Tekton Ventures	16163748	series_unknown	2013-11-01	11-50	http://www.getskydrop.com	https://www.facebook.com/GetSkyDrop, https://www.linkedin.com/company/getskydrop/, https://x.com/getskydrop	1277	Skydrop provides drone delivery service of retail and e-commerce items to consumer homes.	Reno, Nevada, United States, North America	US	29802	"Flirtey provides drone delivery service of retail and e-commerce items to consumer homes. It is driven by a mission to improve lifestyles by making delivery instant for everyone.

The company was the first to conduct an FAA-approved drone delivery in the U.S., the first to perform a fully autonomous drone delivery to a home and the first to launch a commercial drone delivery service.

Flirtey was founded in 2013 and is headquartered in Reno, Nevada."	https://images.crunchbase.com/image/upload/c_pad,h_170,w_170,f_auto,b_white,q_auto:eco,dpr_4/ppkdectva8zxe9onc9oy
